Year,Fuel Type,State,Number of Vehicles,Fuel Consumed,Weight Class,Vehicle Type,Engine Configuration,Fleet Estimates,ST
2012,"Ethanol, 85 percent (E85)",Nebraska,218,18,Light Duty,Automobiles (Compact),Non-dedicated,State Agencies,NE
2012,"Ethanol, 85 percent (E85)",Nebraska,1,0,Light Duty,Pickups,Non-dedicated,Propane Fuel Providers,NE
2012,"Ethanol, 85 percent (E85)",Nebraska,50,16,Light Duty,Pickups,Non-dedicated,Natural Gas Providers,NE
2012,"Ethanol, 85 percent (E85)",Nebraska,10,3,Light Duty,Automobiles (Midsize),Non-dedicated,Natural Gas Providers,NE
2012,"Ethanol, 85 percent (E85)",Nebraska,32,14,Medium Duty,Pickups,Non-dedicated,Electricity Providers,NE
2012,"Ethanol, 85 percent (E85)",Nebraska,9,2,Light Duty,Vans (Minivans),Non-dedicated,Electricity Providers,NE
2012,"Ethanol, 85 percent (E85)",Nebraska,1,0,Light Duty,SUVs,Non-dedicated,Electricity Providers,NE
2012,"Ethanol, 85 percent (E85)",Nebraska,16,5,Light Duty,Pickups,Non-dedicated,Electricity Providers,NE
2012,"Ethanol, 85 percent (E85)",Nebraska,7,2,Light Duty,Automobiles (Midsize),Non-dedicated,Electricity Providers,NE
2012,"Ethanol, 85 percent (E85)",Nebraska,16,4,Light Duty,Automobiles (Compact),Non-dedicated,Electricity Providers,NE
2012,"Ethanol, 85 percent (E85)",Nebraska,17,7,Medium Duty,Trucks,Non-dedicated,Federal Agencies,NE
2012,"Ethanol, 85 percent (E85)",Nebraska,32,6,Medium Duty,Pickups,Non-dedicated,Federal Agencies,NE
2012,"Ethanol, 85 percent (E85)",Nebraska,251,18,Light Duty,Vans (Minivans),Non-dedicated,Federal Agencies,NE
2012,"Ethanol, 85 percent (E85)",Nebraska,0,0,Light Duty,Other Vehicles,Non-dedicated,Federal Agencies,NE
2012,"Ethanol, 85 percent (E85)",Nebraska,175,18,Light Duty,SUVs,Non-dedicated,Federal Agencies,NE
2012,"Ethanol, 85 percent (E85)",Nebraska,5,0,Light Duty,Automobiles (Subcompact),Non-dedicated,Federal Agencies,NE
2012,"Ethanol, 85 percent (E85)",Nebraska,453,92,Light Duty,Pickups,Non-dedicated,Federal Agencies,NE
2012,"Ethanol, 85 percent (E85)",Nebraska,75,12,Light Duty,Automobiles (Midsize),Non-dedicated,Federal Agencies,NE
2012,"Ethanol, 85 percent (E85)",Nebraska,6,0,Light Duty,Automobiles (Fullsize),Non-dedicated,Federal Agencies,NE
2012,"Ethanol, 85 percent (E85)",Nebraska,228,21,Light Duty,Automobiles (Compact),Non-dedicated,Federal Agencies,NE
2012,"Ethanol, 85 percent (E85)",Nebraska,150,11,Light Duty,Vans (Minivans),Non-dedicated,State Agencies,NE
2012,"Ethanol, 85 percent (E85)",Nebraska,16,1,Light Duty,SUVs,Non-dedicated,State Agencies,NE
2012,"Ethanol, 85 percent (E85)",Nebraska,510,27,Light Duty,Pickups,Non-dedicated,State Agencies,NE
2012,"Ethanol, 85 percent (E85)",Nebraska,211,18,Light Duty,Automobiles (Midsize),Non-dedicated,State Agencies,NE
2012,"Ethanol, 85 percent (E85)",Nevada,6,1,Light Duty,Automobiles (Compact),Non-dedicated,State Agencies,NV
2012,"Ethanol, 85 percent (E85)",Nevada,26,6,Medium Duty,Pickups,Non-dedicated,Natural Gas Providers,NV
2012,"Ethanol, 85 percent (E85)",Nevada,23,4,Light Duty,SUVs,Non-dedicated,Natural Gas Providers,NV
2012,"Ethanol, 85 percent (E85)",Nevada,70,11,Light Duty,Pickups,Non-dedicated,Natural Gas Providers,NV
2012,"Ethanol, 85 percent (E85)",Nevada,5,1,Light Duty,Automobiles (Compact),Non-dedicated,Natural Gas Providers,NV
2012,"Ethanol, 85 percent (E85)",Nevada,43,2,Medium Duty,Trucks,Non-dedicated,Federal Agencies,NV
2012,"Ethanol, 85 percent (E85)",Nevada,126,30,Medium Duty,Pickups,Non-dedicated,Federal Agencies,NV
2012,"Ethanol, 85 percent (E85)",Nevada,459,63,Light Duty,Vans (Minivans),Non-dedicated,Federal Agencies,NV
2012,"Ethanol, 85 percent (E85)",Nevada,0,0,Light Duty,Other Vehicles,Non-dedicated,Federal Agencies,NV
2012,"Ethanol, 85 percent (E85)",Nevada,330,31,Light Duty,SUVs,Non-dedicated,Federal Agencies,NV
2012,"Ethanol, 85 percent (E85)",Nevada,3,0,Light Duty,Automobiles (Subcompact),Non-dedicated,Federal Agencies,NV
2012,"Ethanol, 85 percent (E85)",Nevada,743,56,Light Duty,Pickups,Non-dedicated,Federal Agencies,NV
2012,"Ethanol, 85 percent (E85)",Nevada,127,15,Light Duty,Automobiles (Midsize),Non-dedicated,Federal Agencies,NV
2012,"Ethanol, 85 percent (E85)",Nevada,10,0,Light Duty,Automobiles (Fullsize),Non-dedicated,Federal Agencies,NV
2012,"Ethanol, 85 percent (E85)",Nevada,237,69,Light Duty,Automobiles (Compact),Non-dedicated,Federal Agencies,NV
2012,"Ethanol, 85 percent (E85)",Nevada,52,3,Light Duty,Vans (Minivans),Non-dedicated,Transit Agencies,NV
2012,"Ethanol, 85 percent (E85)",Nevada,5,0,Light Duty,SUVs,Non-dedicated,Transit Agencies,NV
2012,"Ethanol, 85 percent (E85)",Nevada,4,0,Light Duty,Automobiles (Fullsize),Non-dedicated,Transit Agencies,NV
2012,"Ethanol, 85 percent (E85)",Nevada,185,15,Heavy Duty,Buses,Non-dedicated,Transit Agencies,NV
2012,"Ethanol, 85 percent (E85)",Nevada,2,0,Medium Duty,Pickups,Non-dedicated,State Agencies,NV
2012,"Ethanol, 85 percent (E85)",Nevada,11,1,Light Duty,Vans (Minivans),Non-dedicated,State Agencies,NV
2012,"Ethanol, 85 percent (E85)",Nevada,11,3,Light Duty,SUVs,Non-dedicated,State Agencies,NV
2012,"Ethanol, 85 percent (E85)",Nevada,43,5,Light Duty,Pickups,Non-dedicated,State Agencies,NV
2012,"Ethanol, 85 percent (E85)",Nevada,162,8,Light Duty,Automobiles (Midsize),Non-dedicated,State Agencies,NV
2012,"Ethanol, 85 percent (E85)",Nevada,3,0,Light Duty,Automobiles (Fullsize),Non-dedicated,State Agencies,NV
2012,"Ethanol, 85 percent (E85)",New Hampshire,1,0,Light Duty,Automobiles (Compact),Non-dedicated,State Agencies,NH
2012,"Ethanol, 85 percent (E85)",New Hampshire,6,1,Medium Duty,Trucks,Non-dedicated,Federal Agencies,NH
2012,"Ethanol, 85 percent (E85)",New Hampshire,5,0,Medium Duty,Pickups,Non-dedicated,Federal Agencies,NH
2012,"Ethanol, 85 percent (E85)",New Hampshire,211,1,Light Duty,Vans (Minivans),Non-dedicated,Federal Agencies,NH
2012,"Ethanol, 85 percent (E85)",New Hampshire,0,0,Light Duty,Other Vehicles,Non-dedicated,Federal Agencies,NH
2012,"Ethanol, 85 percent (E85)",New Hampshire,38,1,Light Duty,SUVs,Non-dedicated,Federal Agencies,NH
2012,"Ethanol, 85 percent (E85)",New Hampshire,7,0,Light Duty,Automobiles (Subcompact),Non-dedicated,Federal Agencies,NH
2012,"Ethanol, 85 percent (E85)",New Hampshire,107,2,Light Duty,Pickups,Non-dedicated,Federal Agencies,NH
2012,"Ethanol, 85 percent (E85)",New Hampshire,27,3,Light Duty,Automobiles (Midsize),Non-dedicated,Federal Agencies,NH
2012,"Ethanol, 85 percent (E85)",New Hampshire,1,0,Light Duty,Automobiles (Fullsize),Non-dedicated,Federal Agencies,NH
2012,"Ethanol, 85 percent (E85)",New Hampshire,10,0,Light Duty,Automobiles (Compact),Non-dedicated,Federal Agencies,NH
2012,"Ethanol, 85 percent (E85)",New Hampshire,34,0,Medium Duty,Pickups,Non-dedicated,State Agencies,NH
2012,"Ethanol, 85 percent (E85)",New Hampshire,9,0,Light Duty,Vans (Minivans),Non-dedicated,State Agencies,NH
2012,"Ethanol, 85 percent (E85)",New Hampshire,41,0,Light Duty,SUVs,Non-dedicated,State Agencies,NH
2012,"Ethanol, 85 percent (E85)",New Hampshire,43,0,Light Duty,Pickups,Non-dedicated,State Agencies,NH
2012,"Ethanol, 85 percent (E85)",New Hampshire,19,0,Light Duty,Automobiles (Midsize),Non-dedicated,State Agencies,NH
2012,"Ethanol, 85 percent (E85)",New Hampshire,47,0,Light Duty,Automobiles (Fullsize),Non-dedicated,State Agencies,NH
2012,"Ethanol, 85 percent (E85)",New Jersey,1226,2,Light Duty,Automobiles (Fullsize),Non-dedicated,State Agencies,NJ
2012,"Ethanol, 85 percent (E85)",New Jersey,2,0,Light Duty,Vans (Minivans),Non-dedicated,Natural Gas Providers,NJ
2012,"Ethanol, 85 percent (E85)",New Jersey,9,1,Medium Duty,Pickups,Non-dedicated,Electricity Providers,NJ
2012,"Ethanol, 85 percent (E85)",New Jersey,31,4,Light Duty,Pickups,Non-dedicated,Electricity Providers,NJ
2012,"Ethanol, 85 percent (E85)",New Jersey,4,1,Light Duty,Pickups,Non-dedicated,Natural Gas Providers,NJ
2012,"Ethanol, 85 percent (E85)",New Jersey,28,10,Medium Duty,Trucks,Non-dedicated,Federal Agencies,NJ
2012,"Ethanol, 85 percent (E85)",New Jersey,21,6,Medium Duty,Pickups,Non-dedicated,Federal Agencies,NJ
2012,"Ethanol, 85 percent (E85)",New Jersey,848,21,Light Duty,Vans (Minivans),Non-dedicated,Federal Agencies,NJ
2012,"Ethanol, 85 percent (E85)",New Jersey,0,0,Light Duty,Other Vehicles,Non-dedicated,Federal Agencies,NJ
2012,"Ethanol, 85 percent (E85)",New Jersey,196,16,Light Duty,SUVs,Non-dedicated,Federal Agencies,NJ
2012,"Ethanol, 85 percent (E85)",New Jersey,5,1,Light Duty,Automobiles (Subcompact),Non-dedicated,Federal Agencies,NJ
2012,"Ethanol, 85 percent (E85)",New Jersey,1174,19,Light Duty,Pickups,Non-dedicated,Federal Agencies,NJ
2012,"Ethanol, 85 percent (E85)",New Jersey,353,19,Light Duty,Automobiles (Midsize),Non-dedicated,Federal Agencies,NJ
2012,"Ethanol, 85 percent (E85)",New Jersey,57,3,Light Duty,Automobiles (Fullsize),Non-dedicated,Federal Agencies,NJ
2012,"Ethanol, 85 percent (E85)",New Jersey,289,9,Light Duty,Automobiles (Compact),Non-dedicated,Federal Agencies,NJ
2012,"Ethanol, 85 percent (E85)",New Jersey,1,0,Medium Duty,Trucks,Non-dedicated,State Agencies,NJ
2012,"Ethanol, 85 percent (E85)",New Jersey,1994,0,Light Duty,Vans (Minivans),Non-dedicated,State Agencies,NJ
2012,"Ethanol, 85 percent (E85)",New Jersey,7,1,Light Duty,Trucks,Non-dedicated,State Agencies,NJ
2012,"Ethanol, 85 percent (E85)",New Jersey,345,4,Light Duty,SUVs,Non-dedicated,State Agencies,NJ
2012,"Ethanol, 85 percent (E85)",New Jersey,434,1,Light Duty,Pickups,Non-dedicated,State Agencies,NJ
2012,"Ethanol, 85 percent (E85)",New Jersey,818,0,Light Duty,Automobiles (Midsize),Non-dedicated,State Agencies,NJ
2012,"Ethanol, 85 percent (E85)",New Mexico,2,0,Light Duty,Automobiles (Compact),Non-dedicated,State Agencies,NM
2012,"Ethanol, 85 percent (E85)",New Mexico,6,0,Light Duty,Pickups,Non-dedicated,Propane Fuel Providers,NM
2012,"Ethanol, 85 percent (E85)",New Mexico,8,1,Light Duty,SUVs,Non-dedicated,Natural Gas Providers,NM
2012,"Ethanol, 85 percent (E85)",New Mexico,18,3,Light Duty,Automobiles (Fullsize),Non-dedicated,Natural Gas Providers,NM
2012,"Ethanol, 85 percent (E85)",New Mexico,19,2,Light Duty,SUVs,Non-dedicated,Electricity Providers,NM
2012,"Ethanol, 85 percent (E85)",New Mexico,102,12,Light Duty,Pickups,Non-dedicated,Electricity Providers,NM
2012,"Ethanol, 85 percent (E85)",New Mexico,1,0,Light Duty,Automobiles (Midsize),Non-dedicated,Electricity Providers,NM
2012,"Ethanol, 85 percent (E85)",New Mexico,4,1,Medium Duty,Trucks,Non-dedicated,Natural Gas Providers,NM
2012,"Ethanol, 85 percent (E85)",New Mexico,7,2,Medium Duty,Pickups,Non-dedicated,Natural Gas Providers,NM
2012,"Ethanol, 85 percent (E85)",New Mexico,392,64,Light Duty,Pickups,Non-dedicated,Natural Gas Providers,NM
2012,"Ethanol, 85 percent (E85)",New Mexico,2,0,Light Duty,Automobiles (Midsize),Non-dedicated,Natural Gas Providers,NM
2012,"Ethanol, 85 percent (E85)",New Mexico,68,31,Medium Duty,Trucks,Non-dedicated,Federal Agencies,NM
2012,"Ethanol, 85 percent (E85)",New Mexico,263,44,Medium Duty,Pickups,Non-dedicated,Federal Agencies,NM
2012,"Ethanol, 85 percent (E85)",New Mexico,544,39,Light Duty,Vans (Minivans),Non-dedicated,Federal Agencies,NM
2012,"Ethanol, 85 percent (E85)",New Mexico,0,0,Light Duty,Other Vehicles,Non-dedicated,Federal Agencies,NM
2012,"Ethanol, 85 percent (E85)",New Mexico,1407,59,Light Duty,SUVs,Non-dedicated,Federal Agencies,NM
2012,"Ethanol, 85 percent (E85)",New Mexico,1,0,Light Duty,Automobiles (Subcompact),Non-dedicated,Federal Agencies,NM
2012,"Ethanol, 85 percent (E85)",New Mexico,1160,64,Light Duty,Pickups,Non-dedicated,Federal Agencies,NM
2012,"Ethanol, 85 percent (E85)",New Mexico,216,7,Light Duty,Automobiles (Midsize),Non-dedicated,Federal Agencies,NM
2012,"Ethanol, 85 percent (E85)",New Mexico,147,4,Light Duty,Automobiles (Fullsize),Non-dedicated,Federal Agencies,NM
2012,"Ethanol, 85 percent (E85)",New Mexico,240,12,Light Duty,Automobiles (Compact),Non-dedicated,Federal Agencies,NM
2012,"Ethanol, 85 percent (E85)",New Mexico,351,0,Medium Duty,Pickups,Non-dedicated,State Agencies,NM
2012,"Ethanol, 85 percent (E85)",New Mexico,7,0,Light Duty,Vans (Minivans),Non-dedicated,State Agencies,NM
2012,"Ethanol, 85 percent (E85)",New Mexico,92,0,Light Duty,SUVs,Non-dedicated,State Agencies,NM
2012,"Ethanol, 85 percent (E85)",New Mexico,127,0,Light Duty,Pickups,Non-dedicated,State Agencies,NM
2012,"Ethanol, 85 percent (E85)",New Mexico,339,0,Light Duty,Automobiles (Midsize),Non-dedicated,State Agencies,NM
2012,"Ethanol, 85 percent (E85)",New Mexico,331,0,Light Duty,Automobiles (Fullsize),Non-dedicated,State Agencies,NM
2012,"Ethanol, 85 percent (E85)",New York,87,0,Light Duty,Automobiles (Compact),Non-dedicated,State Agencies,NY
2012,"Ethanol, 85 percent (E85)",New York,1,0,Light Duty,SUVs,Non-dedicated,Natural Gas Providers,NY
2012,"Ethanol, 85 percent (E85)",New York,1,0,Light Duty,Automobiles (Compact),Non-dedicated,Natural Gas Providers,NY
2012,"Ethanol, 85 percent (E85)",New York,98,12,Light Duty,SUVs,Non-dedicated,Electricity Providers,NY
2012,"Ethanol, 85 percent (E85)",New York,29,4,Light Duty,Pickups,Non-dedicated,Electricity Providers,NY
2012,"Ethanol, 85 percent (E85)",New York,39,5,Light Duty,Automobiles (Fullsize),Non-dedicated,Electricity Providers,NY
2012,"Ethanol, 85 percent (E85)",New York,9,1,Light Duty,Automobiles (Compact),Non-dedicated,Electricity Providers,NY
2012,"Ethanol, 85 percent (E85)",New York,7,1,Light Duty,Vans (Minivans),Non-dedicated,Electricity Providers,NY
2012,"Ethanol, 85 percent (E85)",New York,1,0,Light Duty,Trucks,Non-dedicated,Electricity Providers,NY
2012,"Ethanol, 85 percent (E85)",New York,75,11,Medium Duty,Trucks,Non-dedicated,Federal Agencies,NY
2012,"Ethanol, 85 percent (E85)",New York,48,6,Medium Duty,Pickups,Non-dedicated,Federal Agencies,NY
2012,"Ethanol, 85 percent (E85)",New York,1308,32,Light Duty,Vans (Minivans),Non-dedicated,Federal Agencies,NY
2012,"Ethanol, 85 percent (E85)",New York,0,0,Light Duty,Other Vehicles,Non-dedicated,Federal Agencies,NY
2012,"Ethanol, 85 percent (E85)",New York,728,39,Light Duty,SUVs,Non-dedicated,Federal Agencies,NY
2012,"Ethanol, 85 percent (E85)",New York,15,2,Light Duty,Automobiles (Subcompact),Non-dedicated,Federal Agencies,NY
2012,"Ethanol, 85 percent (E85)",New York,1304,23,Light Duty,Pickups,Non-dedicated,Federal Agencies,NY
2012,"Ethanol, 85 percent (E85)",New York,753,33,Light Duty,Automobiles (Midsize),Non-dedicated,Federal Agencies,NY
2012,"Ethanol, 85 percent (E85)",New York,114,5,Light Duty,Automobiles (Fullsize),Non-dedicated,Federal Agencies,NY
2012,"Ethanol, 85 percent (E85)",New York,968,39,Light Duty,Automobiles (Compact),Non-dedicated,Federal Agencies,NY
2012,"Ethanol, 85 percent (E85)",New York,68,5,Medium Duty,Pickups,Non-dedicated,State Agencies,NY
2012,"Ethanol, 85 percent (E85)",New York,818,9,Light Duty,Vans (Minivans),Non-dedicated,State Agencies,NY
2012,"Ethanol, 85 percent (E85)",New York,183,26,Light Duty,SUVs,Non-dedicated,State Agencies,NY
2012,"Ethanol, 85 percent (E85)",New York,191,6,Light Duty,Pickups,Non-dedicated,State Agencies,NY
2012,"Ethanol, 85 percent (E85)",New York,703,136,Light Duty,Automobiles (Midsize),Non-dedicated,State Agencies,NY
2012,"Ethanol, 85 percent (E85)",New York,136,27,Light Duty,Automobiles (Fullsize),Non-dedicated,State Agencies,NY
2012,"Ethanol, 85 percent (E85)",North Carolina,2498,74,Light Duty,Automobiles (Fullsize),Non-dedicated,State Agencies,NC
2012,"Ethanol, 85 percent (E85)",North Carolina,2,0,Light Duty,Automobiles (Fullsize),Non-dedicated,Propane Fuel Providers,NC
2012,"Ethanol, 85 percent (E85)",North Carolina,9,1,Light Duty,SUVs,Non-dedicated,Electricity Providers,NC
2012,"Ethanol, 85 percent (E85)",North Carolina,275,34,Light Duty,Pickups,Non-dedicated,Electricity Providers,NC
2012,"Ethanol, 85 percent (E85)",North Carolina,40,4,Light Duty,Automobiles (Midsize),Non-dedicated,Electricity Providers,NC
2012,"Ethanol, 85 percent (E85)",North Carolina,717,35,Light Duty,Automobiles (Compact),Non-dedicated,Federal Agencies,NC
2012,"Ethanol, 85 percent (E85)",North Carolina,87,14,Light Duty,Pickups,Non-dedicated,Natural Gas Providers,NC
2012,"Ethanol, 85 percent (E85)",North Carolina,46,26,Medium Duty,Trucks,Non-dedicated,Federal Agencies,NC
2012,"Ethanol, 85 percent (E85)",North Carolina,143,36,Medium Duty,Pickups,Non-dedicated,Federal Agencies,NC
2012,"Ethanol, 85 percent (E85)",North Carolina,937,57,Light Duty,Vans (Minivans),Non-dedicated,Federal Agencies,NC
2012,"Ethanol, 85 percent (E85)",North Carolina,0,0,Light Duty,Other Vehicles,Non-dedicated,Federal Agencies,NC
2012,"Ethanol, 85 percent (E85)",North Carolina,378,35,Light Duty,SUVs,Non-dedicated,Federal Agencies,NC
2012,"Ethanol, 85 percent (E85)",North Carolina,4,3,Light Duty,Automobiles (Subcompact),Non-dedicated,Federal Agencies,NC
2012,"Ethanol, 85 percent (E85)",North Carolina,1655,96,Light Duty,Pickups,Non-dedicated,Federal Agencies,NC
2012,"Ethanol, 85 percent (E85)",North Carolina,401,35,Light Duty,Automobiles (Midsize),Non-dedicated,Federal Agencies,NC
2012,"Ethanol, 85 percent (E85)",North Carolina,24,1,Light Duty,Automobiles (Fullsize),Non-dedicated,Federal Agencies,NC
2012,"Ethanol, 85 percent (E85)",North Carolina,1344,45,Light Duty,Vans (Minivans),Non-dedicated,State Agencies,NC
2012,"Ethanol, 85 percent (E85)",North Carolina,1311,52,Light Duty,SUVs,Non-dedicated,State Agencies,NC
2012,"Ethanol, 85 percent (E85)",North Carolina,1588,24,Light Duty,Pickups,Non-dedicated,State Agencies,NC
2012,"Ethanol, 85 percent (E85)",North Carolina,1082,21,Light Duty,Automobiles (Midsize),Non-dedicated,State Agencies,NC
2012,"Ethanol, 85 percent (E85)",North Dakota,129,1,Light Duty,Automobiles (Fullsize),Non-dedicated,State Agencies,ND
2012,"Ethanol, 85 percent (E85)",North Dakota,8,0,Light Duty,Pickups,Non-dedicated,Propane Fuel Providers,ND
2012,"Ethanol, 85 percent (E85)",North Dakota,2,0,Light Duty,SUVs,Non-dedicated,Electricity Providers,ND
2012,"Ethanol, 85 percent (E85)",North Dakota,2,0,Light Duty,Pickups,Non-dedicated,Electricity Providers,ND
2012,"Ethanol, 85 percent (E85)",North Dakota,3,0,Light Duty,Automobiles (Midsize),Non-dedicated,Electricity Providers,ND
2012,"Ethanol, 85 percent (E85)",North Dakota,3,0,Medium Duty,Trucks,Non-dedicated,Natural Gas Providers,ND
2012,"Ethanol, 85 percent (E85)",North Dakota,1,0,Light Duty,SUVs,Non-dedicated,Natural Gas Providers,ND
2012,"Ethanol, 85 percent (E85)",North Dakota,20,3,Light Duty,Pickups,Non-dedicated,Natural Gas Providers,ND
2012,"Ethanol, 85 percent (E85)",North Dakota,14,4,Medium Duty,Trucks,Non-dedicated,Federal Agencies,ND
2012,"Ethanol, 85 percent (E85)",North Dakota,18,15,Medium Duty,Pickups,Non-dedicated,Federal Agencies,ND
2012,"Ethanol, 85 percent (E85)",North Dakota,116,32,Light Duty,Vans (Minivans),Non-dedicated,Federal Agencies,ND
2012,"Ethanol, 85 percent (E85)",North Dakota,0,0,Light Duty,Other Vehicles,Non-dedicated,Federal Agencies,ND
2012,"Ethanol, 85 percent (E85)",North Dakota,286,32,Light Duty,SUVs,Non-dedicated,Federal Agencies,ND
2012,"Ethanol, 85 percent (E85)",North Dakota,1,0,Light Duty,Automobiles (Subcompact),Non-dedicated,Federal Agencies,ND
2012,"Ethanol, 85 percent (E85)",North Dakota,295,73,Light Duty,Pickups,Non-dedicated,Federal Agencies,ND
2012,"Ethanol, 85 percent (E85)",North Dakota,33,7,Light Duty,Automobiles (Midsize),Non-dedicated,Federal Agencies,ND
2012,"Ethanol, 85 percent (E85)",North Dakota,21,0,Light Duty,Automobiles (Fullsize),Non-dedicated,Federal Agencies,ND
2012,"Ethanol, 85 percent (E85)",North Dakota,132,32,Light Duty,Automobiles (Compact),Non-dedicated,Federal Agencies,ND
2012,"Ethanol, 85 percent (E85)",North Dakota,153,1,Light Duty,Vans (Minivans),Non-dedicated,State Agencies,ND
2012,"Ethanol, 85 percent (E85)",North Dakota,35,0,Light Duty,SUVs,Non-dedicated,State Agencies,ND
2012,"Ethanol, 85 percent (E85)",North Dakota,190,6,Light Duty,Pickups,Non-dedicated,State Agencies,ND
2012,"Ethanol, 85 percent (E85)",North Dakota,148,1,Light Duty,Automobiles (Midsize),Non-dedicated,State Agencies,ND
2012,"Ethanol, 85 percent (E85)",Ohio,41,0,Light Duty,Automobiles (Compact),Non-dedicated,State Agencies,OH
2012,"Ethanol, 85 percent (E85)",Ohio,22,5,Medium Duty,Pickups,Non-dedicated,Natural Gas Providers,OH
2012,"Ethanol, 85 percent (E85)",Ohio,94,15,Light Duty,Pickups,Non-dedicated,Natural Gas Providers,OH
2012,"Ethanol, 85 percent (E85)",Ohio,5,1,Light Duty,Automobiles (Midsize),Non-dedicated,Natural Gas Providers,OH
2012,"Ethanol, 85 percent (E85)",Ohio,13,2,Medium Duty,Pickups,Non-dedicated,Electricity Providers,OH
2012,"Ethanol, 85 percent (E85)",Ohio,2,0,Light Duty,Vans (Minivans),Non-dedicated,Electricity Providers,OH
2012,"Ethanol, 85 percent (E85)",Ohio,11,1,Light Duty,SUVs,Non-dedicated,Electricity Providers,OH
2012,"Ethanol, 85 percent (E85)",Ohio,59,7,Light Duty,Pickups,Non-dedicated,Electricity Providers,OH
2012,"Ethanol, 85 percent (E85)",Ohio,15,2,Light Duty,Automobiles (Midsize),Non-dedicated,Electricity Providers,OH
2012,"Ethanol, 85 percent (E85)",Ohio,2,0,Light Duty,Automobiles (Fullsize),Non-dedicated,Electricity Providers,OH
2012,"Ethanol, 85 percent (E85)",Ohio,47,22,Medium Duty,Trucks,Non-dedicated,Federal Agencies,OH
2012,"Ethanol, 85 percent (E85)",Ohio,61,20,Medium Duty,Pickups,Non-dedicated,Federal Agencies,OH
2012,"Ethanol, 85 percent (E85)",Ohio,2083,60,Light Duty,Vans (Minivans),Non-dedicated,Federal Agencies,OH
2012,"Ethanol, 85 percent (E85)",Ohio,0,0,Light Duty,Other Vehicles,Non-dedicated,Federal Agencies,OH
2012,"Ethanol, 85 percent (E85)",Ohio,287,26,Light Duty,SUVs,Non-dedicated,Federal Agencies,OH
2012,"Ethanol, 85 percent (E85)",Ohio,10,2,Light Duty,Automobiles (Subcompact),Non-dedicated,Federal Agencies,OH
2012,"Ethanol, 85 percent (E85)",Ohio,969,72,Light Duty,Pickups,Non-dedicated,Federal Agencies,OH
2012,"Ethanol, 85 percent (E85)",Ohio,279,31,Light Duty,Automobiles (Midsize),Non-dedicated,Federal Agencies,OH
2012,"Ethanol, 85 percent (E85)",Ohio,39,3,Light Duty,Automobiles (Fullsize),Non-dedicated,Federal Agencies,OH
2012,"Ethanol, 85 percent (E85)",Ohio,861,89,Light Duty,Automobiles (Compact),Non-dedicated,Federal Agencies,OH
2012,"Ethanol, 85 percent (E85)",Ohio,8,0,Medium Duty,Trucks,Non-dedicated,State Agencies,OH
2012,"Ethanol, 85 percent (E85)",Ohio,15,0,Medium Duty,Pickups,Non-dedicated,State Agencies,OH
2012,"Ethanol, 85 percent (E85)",Ohio,454,23,Light Duty,Vans (Minivans),Non-dedicated,State Agencies,OH
2012,"Ethanol, 85 percent (E85)",Ohio,7,0,Light Duty,Trucks,Non-dedicated,State Agencies,OH
2012,"Ethanol, 85 percent (E85)",Ohio,261,4,Light Duty,SUVs,Non-dedicated,State Agencies,OH
2012,"Ethanol, 85 percent (E85)",Ohio,684,16,Light Duty,Pickups,Non-dedicated,State Agencies,OH
2012,"Ethanol, 85 percent (E85)",Ohio,1651,48,Light Duty,Automobiles (Midsize),Non-dedicated,State Agencies,OH
2012,"Ethanol, 85 percent (E85)",Ohio,715,5,Light Duty,Automobiles (Fullsize),Non-dedicated,State Agencies,OH
2012,"Ethanol, 85 percent (E85)",Oklahoma,1,0,Light Duty,SUVs,Non-dedicated,Propane Fuel Providers,OK
2012,"Ethanol, 85 percent (E85)",Oklahoma,31,1,Light Duty,Pickups,Non-dedicated,Propane Fuel Providers,OK
2012,"Ethanol, 85 percent (E85)",Oklahoma,6,1,Medium Duty,Trucks,Non-dedicated,Natural Gas Providers,OK
2012,"Ethanol, 85 percent (E85)",Oklahoma,7,2,Medium Duty,Pickups,Non-dedicated,Natural Gas Providers,OK
2012,"Ethanol, 85 percent (E85)",Oklahoma,36,6,Light Duty,Pickups,Non-dedicated,Natural Gas Providers,OK
2012,"Ethanol, 85 percent (E85)",Oklahoma,1,0,Light Duty,Automobiles (Fullsize),Non-dedicated,Natural Gas Providers,OK
2012,"Ethanol, 85 percent (E85)",Oklahoma,84,10,Light Duty,Automobiles (Fullsize),Non-dedicated,Electricity Providers,OK
2012,"Ethanol, 85 percent (E85)",Oklahoma,7,1,Light Duty,SUVs,Non-dedicated,Electricity Providers,OK
2012,"Ethanol, 85 percent (E85)",Oklahoma,192,23,Light Duty,Pickups,Non-dedicated,Electricity Providers,OK
2012,"Ethanol, 85 percent (E85)",Oklahoma,1,0,Light Duty,SUVs,Non-dedicated,Natural Gas Providers,OK
2012,"Ethanol, 85 percent (E85)",Oklahoma,19,2,Medium Duty,Trucks,Non-dedicated,Federal Agencies,OK
2012,"Ethanol, 85 percent (E85)",Oklahoma,47,16,Medium Duty,Pickups,Non-dedicated,Federal Agencies,OK
2012,"Ethanol, 85 percent (E85)",Oklahoma,467,23,Light Duty,Vans (Minivans),Non-dedicated,Federal Agencies,OK
2012,"Ethanol, 85 percent (E85)",Oklahoma,0,0,Light Duty,Other Vehicles,Non-dedicated,Federal Agencies,OK
