Year,Fuel Type,State,Number of Vehicles,Fuel Consumed,Weight Class,Vehicle Type,Engine Configuration,Fleet Estimates,ST
2014,Electricity (EVC),Arkansas,0,0,Light Duty,Other Vehicles,Non-dedicated,Federal Agencies,AR
2014,Electricity (EVC),Arkansas,13,0,Light Duty,Low Speed Vehicles,Dedicated,Federal Agencies,AR
2014,Electricity (EVC),Arkansas,4,0,Light Duty,Automobiles (Compact),Non-dedicated,Federal Agencies,AR
2014,Electricity (EVC),California,1,1,Light Duty,Motorcycles,Dedicated,Natural Gas Providers,CA
2014,Electricity (EVC),California,47,14,Light Duty,SUVs,Dedicated,State Agencies,CA
2014,Electricity (EVC),California,2,0,Light Duty,Pickups,Dedicated,State Agencies,CA
2014,Electricity (EVC),California,1390,21,Light Duty,Low Speed Vehicles,Dedicated,State Agencies,CA
2014,Electricity (EVC),California,12,2,Light Duty,Motorcycles,Dedicated,State Agencies,CA
2014,Electricity (EVC),California,10,2,Light Duty,Automobiles (Midsize),Dedicated,State Agencies,CA
2014,Electricity (EVC),California,55,9,Light Duty,Automobiles (Compact),Dedicated,State Agencies,CA
2014,Electricity (EVC),California,18,5,Light Duty,Vans (Minivans),Dedicated,Electricity Providers,CA
2014,Electricity (EVC),California,118,35,Light Duty,SUVs,Dedicated,Electricity Providers,CA
2014,Electricity (EVC),California,39,1,Light Duty,Low Speed Vehicles,Dedicated,Electricity Providers,CA
2014,Electricity (EVC),California,32,2,Light Duty,Automobiles (Midsize),Non-dedicated,Electricity Providers,CA
2014,Electricity (EVC),California,149,9,Light Duty,Automobiles (Compact),Non-dedicated,Electricity Providers,CA
2014,Electricity (EVC),California,9,2,Light Duty,Automobiles (Compact),Dedicated,Electricity Providers,CA
2014,Electricity (EVC),California,2,0,Medium Duty,Trucks,Dedicated,Federal Agencies,CA
2014,Electricity (EVC),California,0,0,Light Duty,Other Vehicles,Non-dedicated,Federal Agencies,CA
2014,Electricity (EVC),California,15,0,Light Duty,Automobiles (Subcompact),Dedicated,Federal Agencies,CA
2014,Electricity (EVC),California,1090,28,Light Duty,Low Speed Vehicles,Dedicated,Federal Agencies,CA
2014,Electricity (EVC),California,74,1,Light Duty,Automobiles (Compact),Non-dedicated,Federal Agencies,CA
2014,Electricity (EVC),California,1,0,Heavy Duty,Trucks,Dedicated,Federal Agencies,CA
2014,Electricity (EVC),California,2,2,Light Duty,Automobiles (Subcompact),Dedicated,Transit Agencies,CA
2014,Electricity (EVC),California,8,0,Light Duty,Low Speed Vehicles,Dedicated,Transit Agencies,CA
2014,Electricity (EVC),California,1,1,Light Duty,Automobiles (Compact),Dedicated,Transit Agencies,CA
2014,Electricity (EVC),California,20,23,Heavy Duty,Buses,Dedicated,Transit Agencies,CA
2014,Electricity (EVC),California,15,38,Heavy Duty,Buses,Dedicated,Transit Agencies,CA
2014,Electricity (EVC),California,1,0,Light Duty,SUVs,Dedicated,Natural Gas Providers,CA
2014,Electricity (EVC),California,25,0,Light Duty,Low Speed Vehicles,Dedicated,Natural Gas Providers,CA
2014,Electricity (EVC),Colorado,1,0,Light Duty,Automobiles (Compact),Non-dedicated,Natural Gas Providers,CO
2014,Electricity (EVC),Colorado,1,0,Medium Duty,Trucks,Dedicated,State Agencies,CO
2014,Electricity (EVC),Colorado,11,0,Light Duty,Low Speed Vehicles,Dedicated,State Agencies,CO
2014,Electricity (EVC),Colorado,8,0,Light Duty,Low Speed Vehicles,Dedicated,Electricity Providers,CO
2014,Electricity (EVC),Colorado,3,1,Light Duty,Automobiles (Compact),Dedicated,Electricity Providers,CO
2014,Electricity (EVC),Colorado,0,0,Light Duty,Other Vehicles,Non-dedicated,Federal Agencies,CO
2014,Electricity (EVC),Colorado,2,0,Light Duty,Automobiles (Subcompact),Dedicated,Federal Agencies,CO
2014,Electricity (EVC),Colorado,13,3,Light Duty,Low Speed Vehicles,Dedicated,Federal Agencies,CO
2014,Electricity (EVC),Colorado,5,1,Light Duty,Automobiles (Compact),Non-dedicated,Federal Agencies,CO
2014,Electricity (EVC),Colorado,6,5,Light Duty,Automobiles (Compact),Dedicated,Transit Agencies,CO
2014,Electricity (EVC),Connecticut,2,0,Light Duty,Automobiles (Compact),Non-dedicated,Federal Agencies,CT
2014,Electricity (EVC),Connecticut,1,0,Light Duty,Automobiles (Compact),Dedicated,Electricity Providers,CT
2014,Electricity (EVC),Connecticut,0,0,Light Duty,Other Vehicles,Non-dedicated,Federal Agencies,CT
2014,Electricity (EVC),Connecticut,23,2,Light Duty,Low Speed Vehicles,Dedicated,Federal Agencies,CT
2014,Electricity (EVC),Delaware,2,0,Light Duty,Automobiles (Compact),Non-dedicated,Federal Agencies,DE
2014,Electricity (EVC),Delaware,0,0,Light Duty,Other Vehicles,Non-dedicated,Federal Agencies,DE
2014,Electricity (EVC),Delaware,3,0,Light Duty,Low Speed Vehicles,Dedicated,Federal Agencies,DE
2014,Electricity (EVC),District of Columbia,24,0,Light Duty,Automobiles (Compact),Non-dedicated,Federal Agencies,DC
2014,Electricity (EVC),District of Columbia,4,0,Light Duty,Automobiles (Compact),Non-dedicated,Electricity Providers,DC
2014,Electricity (EVC),District of Columbia,0,0,Light Duty,Other Vehicles,Non-dedicated,Federal Agencies,DC
2014,Electricity (EVC),District of Columbia,3,0,Light Duty,Automobiles (Subcompact),Dedicated,Federal Agencies,DC
2014,Electricity (EVC),District of Columbia,29,0,Light Duty,Low Speed Vehicles,Dedicated,Federal Agencies,DC
2014,Electricity (EVC),Florida,47,0,Light Duty,Automobiles (Compact),Non-dedicated,Federal Agencies,FL
2014,Electricity (EVC),Florida,3,0,Light Duty,Low Speed Vehicles,Dedicated,Electricity Providers,FL
2014,Electricity (EVC),Florida,8,0,Light Duty,Automobiles (Midsize),Non-dedicated,Electricity Providers,FL
2014,Electricity (EVC),Florida,3,0,Light Duty,Automobiles (Compact),Non-dedicated,Electricity Providers,FL
2014,Electricity (EVC),Florida,1,0,Light Duty,Automobiles (Compact),Dedicated,Electricity Providers,FL
2014,Electricity (EVC),Florida,0,0,Light Duty,Other Vehicles,Non-dedicated,Federal Agencies,FL
2014,Electricity (EVC),Florida,4,0,Light Duty,Automobiles (Subcompact),Dedicated,Federal Agencies,FL
2014,Electricity (EVC),Florida,318,2,Light Duty,Low Speed Vehicles,Dedicated,Federal Agencies,FL
2014,Electricity (EVC),Georgia,14,1,Light Duty,Automobiles (Compact),Non-dedicated,Federal Agencies,GA
2014,Electricity (EVC),Georgia,70,1,Light Duty,Low Speed Vehicles,Dedicated,State Agencies,GA
2014,Electricity (EVC),Georgia,4,1,Light Duty,Automobiles (Subcompact),Dedicated,Electricity Providers,GA
2014,Electricity (EVC),Georgia,4,0,Light Duty,Low Speed Vehicles,Dedicated,Electricity Providers,GA
2014,Electricity (EVC),Georgia,2,0,Light Duty,Automobiles (Compact),Non-dedicated,Electricity Providers,GA
2014,Electricity (EVC),Georgia,0,0,Light Duty,Other Vehicles,Non-dedicated,Federal Agencies,GA
2014,Electricity (EVC),Georgia,283,9,Light Duty,Low Speed Vehicles,Dedicated,Federal Agencies,GA
2014,Electricity (EVC),Hawaii,14,0,Light Duty,Automobiles (Compact),Non-dedicated,Federal Agencies,HI
2014,Electricity (EVC),Hawaii,1,0,Light Duty,Automobiles (Compact),Non-dedicated,Electricity Providers,HI
2014,Electricity (EVC),Hawaii,32,8,Light Duty,Automobiles (Compact),Dedicated,Electricity Providers,HI
2014,Electricity (EVC),Hawaii,4,0,Light Duty,Vans (Minivans),Dedicated,Federal Agencies,HI
2014,Electricity (EVC),Hawaii,0,0,Light Duty,Other Vehicles,Non-dedicated,Federal Agencies,HI
2014,Electricity (EVC),Hawaii,1,0,Light Duty,Automobiles (Subcompact),Dedicated,Federal Agencies,HI
2014,Electricity (EVC),Hawaii,178,2,Light Duty,Low Speed Vehicles,Dedicated,Federal Agencies,HI
2014,Electricity (EVC),Idaho,1,0,Light Duty,Automobiles (Compact),Non-dedicated,Federal Agencies,ID
2014,Electricity (EVC),Idaho,6,0,Light Duty,Low Speed Vehicles,Dedicated,State Agencies,ID
2014,Electricity (EVC),Idaho,4,1,Light Duty,Automobiles (Subcompact),Dedicated,Electricity Providers,ID
2014,Electricity (EVC),Idaho,0,0,Light Duty,Other Vehicles,Non-dedicated,Federal Agencies,ID
2014,Electricity (EVC),Idaho,3,1,Light Duty,Low Speed Vehicles,Dedicated,Federal Agencies,ID
2014,Electricity (EVC),Illinois,10,0,Light Duty,Automobiles (Compact),Non-dedicated,Federal Agencies,IL
2014,Electricity (EVC),Illinois,2,0,Light Duty,Low Speed Vehicles,Dedicated,State Agencies,IL
2014,Electricity (EVC),Illinois,2,0,Light Duty,Automobiles (Compact),Non-dedicated,State Agencies,IL
2014,Electricity (EVC),Illinois,52,9,Light Duty,Automobiles (Compact),Dedicated,State Agencies,IL
2014,Electricity (EVC),Illinois,7,3,Light Duty,Pickups,Dedicated,Electricity Providers,IL
2014,Electricity (EVC),Illinois,21,1,Light Duty,Automobiles (Midsize),Non-dedicated,Electricity Providers,IL
2014,Electricity (EVC),Illinois,1,0,Light Duty,Automobiles (Compact),Non-dedicated,Electricity Providers,IL
2014,Electricity (EVC),Illinois,20,16,Heavy Duty,Trucks,Dedicated,Electricity Providers,IL
2014,Electricity (EVC),Illinois,0,0,Light Duty,Other Vehicles,Non-dedicated,Federal Agencies,IL
2014,Electricity (EVC),Illinois,2,0,Light Duty,Automobiles (Subcompact),Dedicated,Federal Agencies,IL
2014,Electricity (EVC),Illinois,36,0,Light Duty,Low Speed Vehicles,Dedicated,Federal Agencies,IL
2014,Electricity (EVC),Indiana,1,0,Light Duty,Low Speed Vehicles,Dedicated,Natural Gas Providers,IN
2014,Electricity (EVC),Indiana,2,0,Light Duty,Automobiles (Midsize),Non-dedicated,Electricity Providers,IN
2014,Electricity (EVC),Indiana,5,1,Light Duty,Automobiles (Compact),Dedicated,Electricity Providers,IN
2014,Electricity (EVC),Indiana,0,0,Light Duty,Other Vehicles,Non-dedicated,Federal Agencies,IN
2014,Electricity (EVC),Indiana,97,1,Light Duty,Low Speed Vehicles,Dedicated,Federal Agencies,IN
2014,Electricity (EVC),Indiana,9,0,Light Duty,Automobiles (Compact),Non-dedicated,Federal Agencies,IN
2014,Electricity (EVC),Iowa,4,0,Light Duty,Automobiles (Compact),Non-dedicated,Federal Agencies,IA
2014,Electricity (EVC),Iowa,8,0,Light Duty,Low Speed Vehicles,Dedicated,State Agencies,IA
2014,Electricity (EVC),Iowa,3,1,Light Duty,Automobiles (Compact),Dedicated,State Agencies,IA
2014,Electricity (EVC),Iowa,0,0,Light Duty,Other Vehicles,Non-dedicated,Federal Agencies,IA
2014,Electricity (EVC),Kansas,1,0,Light Duty,Automobiles (Compact),Non-dedicated,Federal Agencies,KS
2014,Electricity (EVC),Kansas,2,1,Medium Duty,Trucks,Dedicated,Electricity Providers,KS
2014,Electricity (EVC),Kansas,4,1,Light Duty,Vans (Minivans),Dedicated,Electricity Providers,KS
2014,Electricity (EVC),Kansas,31,2,Light Duty,Automobiles (Midsize),Non-dedicated,Electricity Providers,KS
2014,Electricity (EVC),Kansas,3,1,Light Duty,Automobiles (Compact),Dedicated,Electricity Providers,KS
2014,Electricity (EVC),Kansas,0,0,Light Duty,Other Vehicles,Non-dedicated,Federal Agencies,KS
2014,Electricity (EVC),Kansas,35,0,Light Duty,Low Speed Vehicles,Dedicated,Federal Agencies,KS
2014,Electricity (EVC),Kentucky,1,0,Light Duty,Automobiles (Compact),Non-dedicated,Federal Agencies,KY
2014,Electricity (EVC),Kentucky,2,0,Light Duty,Automobiles (Compact),Non-dedicated,State Agencies,KY
2014,Electricity (EVC),Kentucky,3,0,Light Duty,Automobiles (Midsize),Non-dedicated,Electricity Providers,KY
2014,Electricity (EVC),Kentucky,2,1,Light Duty,Automobiles (Compact),Dedicated,Electricity Providers,KY
2014,Electricity (EVC),Kentucky,0,0,Light Duty,Other Vehicles,Non-dedicated,Federal Agencies,KY
2014,Electricity (EVC),Kentucky,11,0,Light Duty,Low Speed Vehicles,Dedicated,Federal Agencies,KY
2014,Electricity (EVC),Louisiana,5,0,Light Duty,Automobiles (Compact),Non-dedicated,Federal Agencies,LA
2014,Electricity (EVC),Louisiana,14,0,Light Duty,Low Speed Vehicles,Dedicated,State Agencies,LA
2014,Electricity (EVC),Louisiana,2,1,Medium Duty,Trucks,Dedicated,Electricity Providers,LA
2014,Electricity (EVC),Louisiana,1,0,Light Duty,Automobiles (Midsize),Dedicated,Electricity Providers,LA
2014,Electricity (EVC),Louisiana,0,0,Light Duty,Other Vehicles,Non-dedicated,Federal Agencies,LA
2014,Electricity (EVC),Louisiana,80,1,Light Duty,Low Speed Vehicles,Dedicated,Federal Agencies,LA
2014,Electricity (EVC),Maine,18,2,Light Duty,Low Speed Vehicles,Dedicated,Federal Agencies,ME
2014,Electricity (EVC),Maine,2,0,Light Duty,Automobiles (Midsize),Non-dedicated,Electricity Providers,ME
2014,Electricity (EVC),Maine,0,0,Light Duty,Other Vehicles,Non-dedicated,Federal Agencies,ME
2014,Electricity (EVC),Maryland,6,0,Light Duty,Automobiles (Compact),Non-dedicated,Transit Agencies,MD
2014,Electricity (EVC),Maryland,2,1,Light Duty,SUVs,Dedicated,Electricity Providers,MD
2014,Electricity (EVC),Maryland,4,0,Light Duty,Automobiles (Compact),Non-dedicated,Electricity Providers,MD
2014,Electricity (EVC),Maryland,2,1,Light Duty,Automobiles (Compact),Dedicated,Electricity Providers,MD
2014,Electricity (EVC),Maryland,0,0,Light Duty,Other Vehicles,Non-dedicated,Federal Agencies,MD
2014,Electricity (EVC),Maryland,3,0,Light Duty,Automobiles (Subcompact),Dedicated,Federal Agencies,MD
2014,Electricity (EVC),Maryland,1,0,Light Duty,Pickups,Dedicated,Federal Agencies,MD
2014,Electricity (EVC),Maryland,90,2,Light Duty,Low Speed Vehicles,Dedicated,Federal Agencies,MD
2014,Electricity (EVC),Maryland,29,0,Light Duty,Automobiles (Compact),Non-dedicated,Federal Agencies,MD
2014,Electricity (EVC),Massachusetts,1,0,Light Duty,Automobiles (Compact),Dedicated,Natural Gas Providers,MA
2014,Electricity (EVC),Massachusetts,22,0,Light Duty,Low Speed Vehicles,Dedicated,State Agencies,MA
2014,Electricity (EVC),Massachusetts,0,0,Light Duty,Other Vehicles,Non-dedicated,Federal Agencies,MA
2014,Electricity (EVC),Massachusetts,8,0,Light Duty,Low Speed Vehicles,Dedicated,Federal Agencies,MA
2014,Electricity (EVC),Massachusetts,6,0,Light Duty,Automobiles (Compact),Non-dedicated,Federal Agencies,MA
2014,Electricity (EVC),Michigan,13,0,Light Duty,Automobiles (Compact),Non-dedicated,Federal Agencies,MI
2014,Electricity (EVC),Michigan,99,1,Light Duty,Low Speed Vehicles,Dedicated,State Agencies,MI
2014,Electricity (EVC),Michigan,2,1,Light Duty,Vans (Minivans),Dedicated,Electricity Providers,MI
2014,Electricity (EVC),Michigan,1,0,Light Duty,Automobiles (Midsize),Dedicated,Electricity Providers,MI
2014,Electricity (EVC),Michigan,27,2,Light Duty,Automobiles (Compact),Non-dedicated,Electricity Providers,MI
2014,Electricity (EVC),Michigan,0,0,Light Duty,Other Vehicles,Non-dedicated,Federal Agencies,MI
2014,Electricity (EVC),Michigan,2,0,Light Duty,Automobiles (Subcompact),Dedicated,Federal Agencies,MI
2014,Electricity (EVC),Michigan,15,0,Light Duty,Low Speed Vehicles,Dedicated,Federal Agencies,MI
2014,Electricity (EVC),Minnesota,3,0,Light Duty,Automobiles (Compact),Non-dedicated,Federal Agencies,MN
2014,Electricity (EVC),Minnesota,22,0,Light Duty,Low Speed Vehicles,Dedicated,State Agencies,MN
2014,Electricity (EVC),Minnesota,8,0,Light Duty,Automobiles (Compact),Non-dedicated,State Agencies,MN
2014,Electricity (EVC),Minnesota,2,0,Light Duty,Automobiles (Compact),Non-dedicated,Electricity Providers,MN
2014,Electricity (EVC),Minnesota,0,0,Light Duty,Other Vehicles,Non-dedicated,Federal Agencies,MN
2014,Electricity (EVC),Minnesota,2,0,Light Duty,Low Speed Vehicles,Dedicated,Federal Agencies,MN
2014,Electricity (EVC),Mississippi,1,0,Light Duty,Automobiles (Compact),Non-dedicated,Federal Agencies,MS
2014,Electricity (EVC),Mississippi,3,1,Medium Duty,Trucks,Dedicated,Electricity Providers,MS
2014,Electricity (EVC),Mississippi,3,1,Light Duty,Automobiles (Midsize),Dedicated,Electricity Providers,MS
2014,Electricity (EVC),Mississippi,1,0,Light Duty,Pickups,Dedicated,Federal Agencies,MS
2014,Electricity (EVC),Mississippi,70,0,Light Duty,Low Speed Vehicles,Dedicated,Federal Agencies,MS
2014,Electricity (EVC),Missouri,22,0,Light Duty,Automobiles (Compact),Non-dedicated,Federal Agencies,MO
2014,Electricity (EVC),Missouri,1,0,Medium Duty,Trucks,Dedicated,State Agencies,MO
2014,Electricity (EVC),Missouri,22,3,Light Duty,Trucks,Dedicated,State Agencies,MO
2014,Electricity (EVC),Missouri,1,0,Light Duty,Low Speed Vehicles,Dedicated,State Agencies,MO
2014,Electricity (EVC),Missouri,1,0,Light Duty,Automobiles (Subcompact),Dedicated,Electricity Providers,MO
2014,Electricity (EVC),Missouri,2,0,Light Duty,Low Speed Vehicles,Dedicated,Electricity Providers,MO
2014,Electricity (EVC),Missouri,3,0,Light Duty,Automobiles (Midsize),Non-dedicated,Electricity Providers,MO
2014,Electricity (EVC),Missouri,2,1,Light Duty,Automobiles (Compact),Dedicated,Electricity Providers,MO
2014,Electricity (EVC),Missouri,0,0,Light Duty,Other Vehicles,Non-dedicated,Federal Agencies,MO
2014,Electricity (EVC),Missouri,1,0,Light Duty,Automobiles (Subcompact),Dedicated,Federal Agencies,MO
2014,Electricity (EVC),Missouri,25,0,Light Duty,Low Speed Vehicles,Dedicated,Federal Agencies,MO
2014,Electricity (EVC),Montana,2,0,Light Duty,Low Speed Vehicles,Dedicated,Federal Agencies,MT
2014,Electricity (EVC),Montana,0,0,Light Duty,Other Vehicles,Non-dedicated,Federal Agencies,MT
2014,Electricity (EVC),Nebraska,1,0,Light Duty,Automobiles (Compact),Non-dedicated,Federal Agencies,NE
2014,Electricity (EVC),Nebraska,3,0,Light Duty,Automobiles (Compact),Non-dedicated,Electricity Providers,NE
2014,Electricity (EVC),Nebraska,0,0,Light Duty,Other Vehicles,Non-dedicated,Federal Agencies,NE
2014,Electricity (EVC),Nevada,1,0,Light Duty,Automobiles (Compact),Dedicated,Natural Gas Providers,NV
2014,Electricity (EVC),Nevada,0,0,Light Duty,Other Vehicles,Non-dedicated,Federal Agencies,NV
2014,Electricity (EVC),Nevada,34,0,Light Duty,Low Speed Vehicles,Dedicated,Federal Agencies,NV
2014,Electricity (EVC),Nevada,13,0,Light Duty,Automobiles (Compact),Non-dedicated,Federal Agencies,NV
2014,Electricity (EVC),Nevada,5,4,Light Duty,Automobiles (Subcompact),Dedicated,Natural Gas Providers,NV
2014,Electricity (EVC),New Hampshire,9,2,Light Duty,Automobiles (Compact),Dedicated,State Agencies,NH
2014,Electricity (EVC),New Hampshire,0,0,Light Duty,Other Vehicles,Non-dedicated,Federal Agencies,NH
2014,Electricity (EVC),New Hampshire,1,0,Light Duty,Low Speed Vehicles,Dedicated,Federal Agencies,NH
2014,Electricity (EVC),New Jersey,7,0,Light Duty,Automobiles (Compact),Non-dedicated,Federal Agencies,NJ
2014,Electricity (EVC),New Jersey,1,0,Light Duty,Automobiles (Compact),Non-dedicated,Electricity Providers,NJ
2014,Electricity (EVC),New Jersey,0,0,Light Duty,Other Vehicles,Non-dedicated,Federal Agencies,NJ
2014,Electricity (EVC),New Jersey,4,0,Light Duty,Low Speed Vehicles,Dedicated,Federal Agencies,NJ
2014,Electricity (EVC),New Mexico,1,0,Light Duty,Automobiles (Compact),Non-dedicated,Federal Agencies,NM
2014,Electricity (EVC),New Mexico,0,0,Light Duty,Other Vehicles,Non-dedicated,Federal Agencies,NM
2014,Electricity (EVC),New Mexico,1,0,Light Duty,Automobiles (Subcompact),Dedicated,Federal Agencies,NM
2014,Electricity (EVC),New Mexico,5,0,Light Duty,Low Speed Vehicles,Dedicated,Federal Agencies,NM
2014,Electricity (EVC),New York,65,12,Light Duty,Automobiles (Midsize),Dedicated,State Agencies,NY
2014,Electricity (EVC),New York,1,0,Light Duty,Automobiles (Midsize),Non-dedicated,Electricity Providers,NY
2014,Electricity (EVC),New York,1,0,Light Duty,Automobiles (Compact),Non-dedicated,Electricity Providers,NY
2014,Electricity (EVC),New York,2,1,Light Duty,Automobiles (Compact),Dedicated,Electricity Providers,NY
2014,Electricity (EVC),New York,0,0,Light Duty,Other Vehicles,Non-dedicated,Federal Agencies,NY
2014,Electricity (EVC),New York,49,1,Light Duty,Low Speed Vehicles,Dedicated,Federal Agencies,NY
2014,Electricity (EVC),New York,38,0,Light Duty,Automobiles (Compact),Non-dedicated,Federal Agencies,NY
2014,Electricity (EVC),New York,107,2,Light Duty,Automobiles (Midsize),Non-dedicated,State Agencies,NY
2014,Electricity (EVC),New York,319,5,Light Duty,Low Speed Vehicles,Dedicated,State Agencies,NY
2014,Electricity (EVC),North Carolina,9,0,Light Duty,Automobiles (Compact),Non-dedicated,Federal Agencies,NC
2014,Electricity (EVC),North Carolina,118,2,Light Duty,Low Speed Vehicles,Dedicated,State Agencies,NC
2014,Electricity (EVC),North Carolina,5,7,Heavy Duty,Buses,Dedicated,State Agencies,NC
2014,Electricity (EVC),North Carolina,17,1,Light Duty,Automobiles (Midsize),Non-dedicated,Electricity Providers,NC
2014,Electricity (EVC),North Carolina,4,1,Light Duty,Automobiles (Compact),Dedicated,Electricity Providers,NC
2014,Electricity (EVC),North Carolina,0,0,Light Duty,Other Vehicles,Non-dedicated,Federal Agencies,NC
2014,Electricity (EVC),North Carolina,1,0,Light Duty,Automobiles (Subcompact),Dedicated,Federal Agencies,NC
2014,Electricity (EVC),North Carolina,25,4,Light Duty,Low Speed Vehicles,Dedicated,Federal Agencies,NC
2014,Electricity (EVC),North Dakota,9,0,Light Duty,Automobiles (Compact),Non-dedicated,Federal Agencies,ND
2014,Electricity (EVC),North Dakota,0,0,Light Duty,Other Vehicles,Non-dedicated,Federal Agencies,ND
2014,Electricity (EVC),Ohio,22,0,Light Duty,Low Speed Vehicles,Dedicated,State Agencies,OH
2014,Electricity (EVC),Ohio,3,0,Light Duty,Automobiles (Midsize),Non-dedicated,Electricity Providers,OH
2014,Electricity (EVC),Ohio,0,0,Light Duty,Other Vehicles,Non-dedicated,Federal Agencies,OH
2014,Electricity (EVC),Ohio,11,1,Light Duty,Low Speed Vehicles,Dedicated,Federal Agencies,OH
2014,Electricity (EVC),Ohio,34,0,Light Duty,Automobiles (Compact),Non-dedicated,Federal Agencies,OH
2014,Electricity (EVC),Ohio,35,140,Heavy Duty,Buses,Dedicated,Transit Agencies,OH
2014,Electricity (EVC),Oklahoma,2,0,Light Duty,Low Speed Vehicles,Dedicated,State Agencies,OK
2014,Electricity (EVC),Oklahoma,2,0,Light Duty,Automobiles (Midsize),Non-dedicated,Electricity Providers,OK
2014,Electricity (EVC),Oklahoma,0,0,Light Duty,Other Vehicles,Non-dedicated,Federal Agencies,OK
2014,Electricity (EVC),Oklahoma,26,0,Light Duty,Low Speed Vehicles,Dedicated,Federal Agencies,OK
2014,Electricity (EVC),Oklahoma,6,0,Light Duty,Automobiles (Compact),Non-dedicated,Federal Agencies,OK
2014,Electricity (EVC),Oregon,1,0,Light Duty,Automobiles (Compact),Dedicated,State Agencies,OR
2014,Electricity (EVC),Oregon,3,0,Light Duty,Automobiles (Compact),Non-dedicated,Electricity Providers,OR
2014,Electricity (EVC),Oregon,3,1,Light Duty,Automobiles (Compact),Dedicated,Electricity Providers,OR
2014,Electricity (EVC),Oregon,0,0,Light Duty,Other Vehicles,Non-dedicated,Federal Agencies,OR
2014,Electricity (EVC),Oregon,8,0,Light Duty,Automobiles (Compact),Non-dedicated,Federal Agencies,OR
2014,Electricity (EVC),Oregon,3,1,Light Duty,Automobiles (Midsize),Dedicated,State Agencies,OR
2014,Electricity (EVC),Oregon,19,0,Light Duty,Automobiles (Midsize),Non-dedicated,State Agencies,OR
2014,Electricity (EVC),Oregon,19,0,Light Duty,Low Speed Vehicles,Dedicated,State Agencies,OR
2014,Electricity (EVC),Oregon,1,0,Light Duty,Pickups,Dedicated,State Agencies,OR
2014,Electricity (EVC),Oregon,96,15,Light Duty,Automobiles (Subcompact),Dedicated,State Agencies,OR
2014,Electricity (EVC),Oregon,3,1,Light Duty,SUVs,Dedicated,State Agencies,OR
2014,Electricity (EVC),Oregon,7,1,Light Duty,Trucks,Dedicated,State Agencies,OR
2014,Electricity (EVC),Pennsylvania,2,0,Light Duty,Automobiles (Subcompact),Dedicated,State Agencies,PA
